Remover luminária do cadastro?;FID do Objeto;Tipo de Lâmpada;Potência Individual da Lâmpada (W);Fase;Modo de Operação;Quantidade de Lâmpadas;Quantidade de Reatores;Perda Individual Reator (W);Quantidade de Relefotoelétrico;Perda Individual do Relefotoelétrico (W);Perda Outros Equipamentos (W);Telegestão;Proprietário;Comando IP;Trecho Secundário;Conectado;Energizado;Nome do Município;Área do Objeto;Data Cadastro Mapa;Latitude;Longitude;UTM (X);UTM (Y);Data de Ligação;Data de Comunicação
Não;7044168;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99123583692;-49.42909662884;653029.027;6791968.446;01/01/20 00:00;01/01/20 00:00
Não;7044169;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99028959490;-49.42883223750;653056.18;6792072.96;01/01/20 00:00;01/01/20 00:00
Não;7044170;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99049844731;-49.42905899205;653033.78;6792050.11;01/01/20 00:00;01/01/20 00:00
Não;7044171;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99080807649;-49.42960123743;652980.494;6792016.501;01/01/20 00:00;01/01/20 00:00
Não;7044173;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.98639712343;-49.42116931782;653808.53;6792494.35;01/01/20 00:00;01/01/20 00:00
Não;7044174;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99598361013;-49.42555787906;653366.79;6791437.74;02/12/09 00:00;02/12/09 00:00
Não;7044176;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99624780814;-49.42527036937;653394.41;6791408.09;02/12/09 00:00;02/12/09 00:00
Não;7044177;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99590594965;-49.42467538757;653452.88;6791445.2;02/12/09 00:00;02/12/09 00:00
Não;7044178;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99616941686;-49.42498014852;653422.8;6791416.4;02/12/09 00:00;02/12/09 00:00
Não;7044180;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99645710104;-49.42530312271;653390.91;6791384.94;02/12/09 00:00;02/12/09 00:00
Não;7044182;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99646606604;-49.42503621174;653416.9;6791383.6;02/12/09 00:00;02/12/09 00:00
Não;7044184;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99603829003;-49.42423282915;653495.8;6791429.96;02/12/09 00:00;02/12/09 00:00
Não;7044186;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99625601270;-49.42447659336;653471.73;6791406.15;02/12/09 00:00;02/12/09 00:00
Não;7044188;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99648568563;-49.42472366731;653447.32;6791381.02;02/12/09 00:00;02/12/09 00:00
Não;7044189;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/04/09 00:00;-28.99668409737;-49.42478275919;653441.27;6791359.11;17/04/09 00:00;17/04/09 00:00
Não;7044191;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/04/09 00:00;-28.99690105748;-49.42455344356;653463.29;6791334.77;17/04/09 00:00;17/04/09 00:00
Não;7044192;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/04/09 00:00;-28.99681957563;-49.42395358660;653521.85;6791343.02;17/04/09 00:00;17/04/09 00:00
Não;7044194;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/04/09 00:00;-28.99702678935;-49.42418611768;653498.89;6791320.36;17/04/09 00:00;17/04/09 00:00
Não;7044195;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/04/09 00:00;-28.99723722314;-49.42441623998;653476.16;6791297.34;17/04/09 00:00;17/04/09 00:00
Não;7044198;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99695583137;-49.42698018560;653226.79;6791331.85;02/12/09 00:00;02/12/09 00:00
Não;7044199;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99670810070;-49.42671654505;653252.84;6791358.96;02/12/09 00:00;02/12/09 00:00
Não;7044200;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99671396184;-49.42640010266;653283.66;6791357.9;02/12/09 00:00;02/12/09 00:00
Não;7044202;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99694233441;-49.42615101200;653307.59;6791332.27;02/12/09 00:00;02/12/09 00:00
Não;7044203;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99647896841;-49.42666181521;653258.51;6791384.28;02/12/09 00:00;02/12/09 00:00
Não;7044204;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99648004582;-49.42646092198;653278.08;6791383.9;02/12/09 00:00;02/12/09 00:00
Não;7044206;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99205634318;-49.42600876149;653328.66;6791873.52;01/01/20 00:00;01/01/20 00:00
Não;7044207;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;30/10/07 00:00;-28.99298017357;-49.42492482806;653432.9;6791769.74;30/10/07 00:00;30/10/07 00:00
Não;7044208;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;30/10/07 00:00;-28.99319641030;-49.42464143990;653460.19;6791745.41;30/10/07 00:00;30/10/07 00:00
Não;7044211;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;30/10/07 00:00;-28.99226218423;-49.42577757469;653350.88;6791850.41;30/10/07 00:00;30/10/07 00:00
Não;7044212;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99166183144;-49.42647333566;653283.98;6791917.84;01/01/20 00:00;01/01/20 00:00
Não;7044215;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99498398051;-49.42664247441;653262.6;6791549.92;01/01/20 00:00;01/01/20 00:00
Não;7044217;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99452189965;-49.42715841919;653213.016;6791601.794;01/01/20 00:00;01/01/20 00:00
Não;7044218;Vapor de Sódio;250;B;Individual;1;1;30;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99406894596;-49.42764632286;653166.15;6791652.62;01/01/20 00:00;01/01/20 00:00
Não;7044220;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;31/07/05 00:00;-28.99307505368;-49.42870605427;653064.37;6791764.13;31/07/05 00:00;31/07/05 00:00
Não;7044222;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;25/01/07 00:00;-28.99237847476;-49.42946248312;652991.7;6791842.3;25/01/07 00:00;25/01/07 00:00
Não;7044224;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;25/01/07 00:00;-28.99193817350;-49.42993266475;652946.54;6791891.7;25/01/07 00:00;25/01/07 00:00
Não;7044226;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;25/01/07 00:00;-28.99127502303;-49.43064669484;652877.95;6791966.11;25/01/07 00:00;25/01/07 00:00
Não;7044228;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;25/01/07 00:00;-28.99158313527;-49.43031667063;652909.65;6791931.54;25/01/07 00:00;25/01/07 00:00
Não;7044229;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;31/07/05 00:00;-28.99360746824;-49.42814937805;653117.82;6791704.41;31/07/05 00:00;31/07/05 00:00
Não;7044231;Vapor de Sódio;250;C;Individual;1;1;30;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;31/07/05 00:00;-28.99384114170;-49.42789026237;653142.72;6791678.18;31/07/05 00:00;31/07/05 00:00
Não;7044237;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/10/01 00:00;-28.99550618239;-49.42763504082;653165.13;6791493.34;17/10/01 00:00;17/10/01 00:00
Não;7044238;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/10/01 00:00;-28.99576360222;-49.42791711278;653137.27;6791465.18;17/10/01 00:00;17/10/01 00:00
Não;7044239;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99587502251;-49.42895663487;653035.832;6791454.18;01/01/20 00:00;01/01/20 00:00
Não;7044241;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99487405994;-49.42694262708;653233.52;6791562.49;01/01/20 00:00;01/01/20 00:00
Não;7044242;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99506914746;-49.42715727839;653212.32;6791541.15;01/01/20 00:00;01/01/20 00:00
Não;7044243;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99465359761;-49.42669572019;653257.9;6791586.6;01/01/20 00:00;01/01/20 00:00
Não;7044245;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99443108119;-49.42645839128;653281.35;6791610.95;01/01/20 00:00;01/01/20 00:00
Não;7044246;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99418771678;-49.42618237481;653308.6;6791637.56;01/01/20 00:00;01/01/20 00:00
Não;7044248;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99668934813;-49.42555436845;653366.09;6791359.53;02/12/09 00:00;02/12/09 00:00
Não;7044250;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99692428465;-49.42581183595;653340.66;6791333.83;02/12/09 00:00;02/12/09 00:00
Não;7044251;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99718322996;-49.42610055581;653312.15;6791305.51;02/12/09 00:00;02/12/09 00:00
Não;7044253;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99722615718;-49.42585160463;653336.34;6791300.43;02/12/09 00:00;02/12/09 00:00
Não;7044254;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99752070634;-49.42583626074;653337.4;6791267.77;02/12/09 00:00;02/12/09 00:00
Não;7044256;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99774440007;-49.42611237758;653310.17;6791243.34;02/12/09 00:00;02/12/09 00:00
Não;7044257;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99719170843;-49.42551462655;653369.22;6791303.81;02/12/09 00:00;02/12/09 00:00
Não;7044258;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;02/12/09 00:00;-28.99697851797;-49.42528013007;653392.38;6791327.13;02/12/09 00:00;02/12/09 00:00
Não;7044259;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;22/11/09 00:00;-28.99773187058;-49.42531233494;653388.13;6791243.69;22/11/09 00:00;22/11/09 00:00
Não;7044260;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;22/11/09 00:00;-28.99771478709;-49.42495569197;653422.9;6791245.12;22/11/09 00:00;22/11/09 00:00
Não;7044262;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/04/09 00:00;-28.99746954763;-49.42468934796;653449.21;6791271.95;17/04/09 00:00;17/04/09 00:00
Não;7044263;Vapor de Sódio;250;C;Individual;1;1;30;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99615428771;-49.43123303187;652813.647;6791426.18;01/01/20 00:00;01/01/20 00:00
Não;7044265;Vapor de Sódio;250;C;Individual;1;1;30;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99638127003;-49.43098851087;652837.135;6791400.711;01/01/20 00:00;01/01/20 00:00
Não;7044266;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;30/10/07 00:00;-28.99359712795;-49.42554641836;653371.43;6791702.18;30/10/07 00:00;30/10/07 00:00
Não;7044267;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;30/10/07 00:00;-28.99247249529;-49.42430292222;653494.24;6791825.19;30/10/07 00:00;30/10/07 00:00
Não;7044268;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99193748705;-49.42373624723;653550.24;6791883.74;01/01/20 00:00;01/01/20 00:00
Não;7044269;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99223389913;-49.42404141865;653520.07;6791851.29;01/01/20 00:00;01/01/20 00:00
Não;7044270;Vapor de Sódio;250;C;Individual;1;1;30;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99653793328;-49.43081413142;652853.893;6791383.125;01/01/20 00:00;01/01/20 00:00
Não;7044271;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99678304808;-49.43054829227;652879.431;6791355.619;01/01/20 00:00;01/01/20 00:00
Não;7044272;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99704770720;-49.43035496333;652897.876;6791326.041;01/01/20 00:00;01/01/20 00:00
Não;7044273;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99680988571;-49.43004911056;652928.023;6791351.999;01/01/20 00:00;01/01/20 00:00
Não;7044274;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99662735351;-49.42983122215;652949.519;6791371.944;01/01/20 00:00;01/01/20 00:00
Não;7044275;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;30/10/07 00:00;-28.99266161382;-49.42450071834;653474.69;6791804.49;30/10/07 00:00;30/10/07 00:00
Não;7044276;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;30/10/07 00:00;-28.99287855146;-49.42474684821;653450.39;6791780.77;30/10/07 00:00;30/10/07 00:00
Não;7044277;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;30/10/07 00:00;-28.99310525710;-49.42499488387;653425.89;6791755.97;30/10/07 00:00;30/10/07 00:00
Não;7044278;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;30/10/07 00:00;-28.99334887280;-49.42526904335;653398.82;6791729.33;30/10/07 00:00;30/10/07 00:00
Não;7044279;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99640127588;-49.43007961254;652925.653;6791397.318;01/01/20 00:00;01/01/20 00:00
Não;7044280;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99590331779;-49.43062554063;652873.2;6791453.205;01/01/20 00:00;01/01/20 00:00
Não;7044281;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99222704720;-49.42374181069;653549.27;6791851.66;01/01/20 00:00;01/01/20 00:00
Não;7044282;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99197821685;-49.42403903558;653520.68;6791879.62;01/01/20 00:00;01/01/20 00:00
Não;7044283;Vapor de Sódio;70;B;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99147480723;-49.42462823093;653464.02;6791936.17;01/01/20 00:00;01/01/20 00:00
Não;7044284;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99640809480;-49.42958185406;652974.136;6791395.918;01/01/20 00:00;01/01/20 00:00
Não;7044285;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99622589863;-49.42967313971;652965.511;6791416.226;01/01/20 00:00;01/01/20 00:00
Não;7044286;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99598087448;-49.42993886509;652939.984;6791443.722;01/01/20 00:00;01/01/20 00:00
Não;7044288;Vapor de Sódio;250;C;Individual;1;1;30;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99609562503;-49.42921433535;653010.401;6791430.068;01/01/20 00:00;01/01/20 00:00
Não;7044289;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99173053345;-49.42433408619;653492.3;6791907.45;01/01/20 00:00;01/01/20 00:00
Não;7044291;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/10/01 00:00;-28.99760711344;-49.43007589343;652924.24;6791263.69;17/10/01 00:00;17/10/01 00:00
Não;7044292;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/10/01 00:00;-28.99737167272;-49.42977459204;652953.94;6791289.39;17/10/01 00:00;17/10/01 00:00
Não;7044294;Vapor de Sódio;150;A;Individual;1;1;22;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/10/01 00:00;-28.99707650219;-49.42943560012;652987.4;6791321.66;17/10/01 00:00;17/10/01 00:00
Não;7044295;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/10/01 00:00;-28.99681166508;-49.42912088905;653018.45;6791350.6;17/10/01 00:00;17/10/01 00:00
Não;7044296;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/10/01 00:00;-28.99669069963;-49.42917137223;653013.71;6791364.07;17/10/01 00:00;17/10/01 00:00
Não;7044297;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;17/10/01 00:00;-28.99643897374;-49.42943805328;652988.1;6791392.31;17/10/01 00:00;17/10/01 00:00
Não;7044299;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99145981474;-49.42411905438;653513.65;6791937.17;01/01/20 00:00;01/01/20 00:00
Não;7044300;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99171332919;-49.42439069675;653486.81;6791909.43;01/01/20 00:00;01/01/20 00:00
Não;7044302;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;30/10/07 00:00;-28.99245147675;-49.42519683613;653407.18;6791828.68;30/10/07 00:00;30/10/07 00:00
Não;7044303;Vapor de Sódio;70;C;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99338256744;-49.42621202019;653306.9;6791726.82;01/01/20 00:00;01/01/20 00:00
Não;7044304;Vapor de Sódio;70;A;Individual;1;1;14;1;1.2;0;Não;BALN ARROIO DO SILVA;;;Sim;Sim;BALN ARROIO DO SILVA;Urbano;01/01/20 00:00;-28.99420322689;-49.42711424169;653217.79;6791637.05;01/01/20 00:00;01/01/20 00:00
